Episode,Reward,Epsilon,Duration
0,0,0.9811895862341672,0.006357431411743164
1,0,0.9714455635384032,0.006925106048583984
2,0,0.961808198996996,0.006226778030395508
3,1,0.9522763251288922,0.00645756721496582
4,0,0.9428487872322934,0.006368875503540039
5,1,0.9335244432447788,0.005980968475341797
6,0,0.9243021636049521,0.006422996520996094
7,0,0.9151808311156053,0.006200075149536133
8,1,0.9061593408083802,0.005852937698364258
9,0,0.8972365998099122,0.00623631477355957
10,0,0.8884115272094371,0.005957841873168945
11,1,0.8796830539278492,0.0060846805572509766
12,0,0.8710501225881919,0.0063974857330322266
13,0,0.8625116873875656,0.0061414241790771484
14,0,0.8540667139704375,0.006164073944091797
15,1,0.84571417930334,0.007188558578491211
16,0,0.837453071550938,0.00626826286315918
17,0,0.8292823899534543,0.005800724029541016
18,2,0.8212011447054369,0.006578922271728516
19,0,0.8132083568358527,0.00766444206237793
20,1,0.8053030580894935,0.007189512252807617
21,0,0.7974842908096808,0.006773471832275391
22,0,0.7897511078222542,0.027261734008789062
23,1,0.7821025723208298,0.04350161552429199
24,2,0.774537757753314,0.005943775177001953
25,0,0.7670557477096603,0.006981611251831055
26,0,0.7596556358108544,0.029690027236938477
27,0,0.7523365255991138,0.04887580871582031
28,1,0.7450975304292913,0.00613713264465332
29,0,0.7379377733614639,0.006795406341552734
30,0,0.7308563870547016,0.02929997444152832
31,0,0.7238525136619943,0.045047760009765625
32,1,0.7169253047263331,0.006804466247558594
33,0,0.7100739210779268,0.007926464080810547
34,1,0.7032975327325431,0.03012871742248535
35,2,0.6965953187909651,0.04362893104553223
36,0,0.6899664673395448,0.00629425048828125
37,0,0.683410175351848,0.006221771240234375
38,0,0.6769256485913752,0.02991938591003418
39,0,0.6705121015153448,0.04321765899658203
40,0,0.664168757179535,0.006148576736450195
41,1,0.6578948471441605,0.007794380187988281
42,0,0.6516896113807856,0.029311656951904297
43,1,0.645552298180251,0.04307961463928223
44,1,0.6394821640616126,0.0060710906982421875
45,4,0.6334784736820755,0.006750583648681641
46,0,0.6275404997479129,0.03717684745788574
47,4,0.6216675229263608,0.04382133483886719
48,1,0.6158588317584783,0.0070192813873291016
49,1,0.6101137225729599,0.006524085998535156
50,2,0.6044314994008918,0.02971625328063965
51,0,0.5988114738914421,0.04371023178100586
52,1,0.5932529652284728,0.008866071701049805
53,1,0.5877553000480652,0.00621342658996582
54,1,0.5823178123569476,0.030222177505493164
55,1,0.576939843451816,0.044265031814575195
56,2,0.5716207418395388,0.00632166862487793
57,2,0.5663598631582334,0.007148027420043945
58,2,0.5611565700992078,0.029494285583496094
59,2,0.5560102323297562,0.04468274116516113
60,2,0.5509202264168005,0.0067501068115234375
61,1,0.5458859357513653,0.0074939727783203125
62,1,0.540906750473883,0.02955031394958496
63,8,0.5359820674003138,0.04454350471496582
64,0,0.5311112899490754,0.00617218017578125
65,3,0.5262938280687723,0.006390094757080078
66,2,0.5215290981667171,0.037102460861206055
67,4,0.5168165230382322,0.04332447052001953
68,5,0.5121555317967279,0.0057446956634521484
69,2,0.5075455598045433,0.006797075271606445
70,0,0.5029860486045464,0.029563188552856445
71,5,0.4984764458524821,0.04445028305053711
72,7,0.49401620525005874,0.00624537467956543
73,3,0.48960478647877237,0.008261919021606445
74,7,0.48524165513444784,0.03594660758972168
75,5,0.4809262826625046,0.04461836814880371
76,8,0.4766581462939231,0.008208751678466797
77,5,0.4724367289819197,0.0072247982025146484
78,4,0.46826151933930726,0.029591083526611328
79,9,0.46413201157654915,0.04284811019897461
80,0,0.46004770544048346,0.006348133087158203
81,0,0.45600810615372456,0.008277416229248047
82,1,0.45201272435472406,0.03693580627441406
83,2,0.4480610760384892,0.04554152488708496
84,4,0.4441526824979499,0.0071637630462646484
85,1,0.4402870702659677,0.007689952850341797
86,3,0.4364637710579794,0.029757976531982422
87,2,0.43268232171526855,0.042919158935546875
88,3,0.42894226414885805,0.007209300994873047
89,3,0.4252431452840165,0.006714820861816406
90,2,0.42158451700537214,0.03712582588195801
91,1,0.4179659361026281,0.04485917091369629
92,2,0.41438696421687116,0.006981372833251953
93,2,0.4108471677874681,0.008204936981201172
94,2,0.40734611799954445,0.03682732582092285
95,2,0.40388339073203683,0.04428815841674805
96,3,0.4004585665063145,0.006598472595214844
97,0,0.3970712304353632,0.007712602615356445
98,0,0.39372097217352586,0.03781628608703613
99,5,0.390407385866792,0.04438591003417969
100,2,0.38713007010363276,0.007426261901855469
101,4,0.38388862786637323,0.006673574447631836
102,1,0.38068266648309734,0.037026166915893555
103,3,0.3775117975800789,0.04503655433654785
104,1,0.3743756370347342,0.007319211959838867
105,5,0.3712738049290878,0.006590843200683594
106,4,0.36820592550375086,0.03645515441894531
107,4,0.3651716271123985,0.04428291320800781
108,3,0.36217054217675093,0.00859975814819336
109,4,0.3592023071420424,0.00667262077331543
110,2,0.35626656243298127,0.0372011661529541
111,0,0.35336295241018945,0.04663705825805664
112,3,0.35049112532712146,0.00653529167175293
113,4,0.3476507332874511,0.006125926971435547
114,5,0.34484143220292973,0.0299530029296875
