Loss
195.20008850097656
194.89321899414062
194.58087158203125
194.3485565185547
194.04920959472656
193.78170776367188
193.5157012939453
193.31002807617188
192.96563720703125
192.8090362548828
192.47157287597656
192.27378845214844
192.12655639648438
191.84796142578125
191.53480529785156
191.35462951660156
191.16587829589844
190.95584106445312
190.6604461669922
190.52960205078125
189.64175415039062
189.44509887695312
189.58981323242188
189.03382873535156
188.48745727539062
189.381591796875
188.48736572265625
188.64944458007812
188.4508514404297
188.58413696289062
188.4431610107422
188.3202667236328
188.0868682861328
187.9306640625
187.7386932373047
187.66128540039062
187.49156188964844
187.38653564453125
187.2350616455078
187.1354217529297
186.93017578125
186.87977600097656
186.7355499267578
186.61753845214844
186.5033721923828
186.44308471679688
186.30992126464844
186.2576446533203
186.17306518554688
186.0720977783203
185.92648315429688
185.94000244140625
185.89268493652344
185.80245971679688
185.6974334716797
185.59823608398438
185.68663024902344
185.6497344970703
185.5955810546875
185.45675659179688
185.41400146484375
185.3463897705078
185.33116149902344
185.34304809570312
185.34420776367188
185.29586791992188
185.22825622558594
185.2392578125
185.2976531982422
185.19444274902344
185.18028259277344
185.12367248535156
185.18820190429688
185.14707946777344
185.19886779785156
185.1179656982422
185.03028869628906
184.4542694091797
184.7638702392578
184.7409210205078
184.3908233642578
184.3738250732422
184.35333251953125
184.34420776367188
184.71250915527344
184.6990509033203
184.63827514648438
184.9308624267578
184.942138671875
184.8981475830078
184.84112548828125
184.82118225097656
184.83065795898438
184.82089233398438
184.87538146972656
184.76690673828125
184.79879760742188
184.75726318359375
184.71585083007812
184.6744842529297
184.6770782470703
184.6484375
184.59437561035156
184.55296325683594
184.55093383789062
184.53411865234375
184.5339813232422
184.47015380859375
184.48147583007812
184.4402313232422
184.5040740966797
184.387451171875
184.3138427734375
184.31459045410156
184.2970428466797
184.18194580078125
184.16270446777344
184.1969451904297
184.21360778808594
184.108642578125
184.0372772216797
184.00735473632812
184.0138397216797
183.94776916503906
183.9425811767578
183.8629608154297
183.78196716308594
183.6891326904297
183.7186737060547
183.60289001464844
183.6447296142578
183.52220153808594
183.4951934814453
183.47024536132812
183.40147399902344
183.41636657714844
183.3046875
183.20260620117188
183.10281372070312
183.06112670898438
183.0282440185547
182.93785095214844
182.97076416015625
182.73342895507812
182.7395477294922
182.63046264648438
182.5392608642578
182.47288513183594
182.38531494140625
182.235107421875
182.15292358398438
182.1144561767578
182.04042053222656
181.9318389892578
