Episode,Reward,Epsilon,Duration
1,-19,0.979640313716072,0
2,-20,0.968245368485025,0
3,-21,0.958391539072779,0
4,-19,0.945931125306453,0
5,-19,0.933613194224156,0
6,-21,0.924610229140299,0
7,-21,0.915695039908908,0
8,-21,0.905989723049698,0
9,-20,0.895287231795034,0
10,-20,0.886314918744833,0
11,-21,0.878052813391579,0
12,-21,0.868671883280454,0
13,-21,0.860399951178738,0
14,-21,0.852964193932018,0
15,-21,0.845016598919948,0
16,-20,0.835954740728821,0
17,-21,0.828732778661105,0
18,-21,0.820379174794108,0
19,-21,0.813293434949305,0
20,-21,0.804914387760204,0
21,-19,0.795726925053175,0
22,-21,0.786994381505575,0
23,-20,0.778721595475103,0
24,-20,0.771079837110456,0
25,-21,0.764425263965829,0
26,-21,0.757828891001543,0
27,-20,0.749900778356919,0
28,-20,0.742141001103511,0
29,-20,0.734079163222943,0
30,-21,0.727104119072228,0
31,-20,0.719354847152361,0
32,-20,0.711527834577279,0
33,-20,0.703515765242083,0
34,-19,0.69573727792434,0
35,-21,0.68925675800627,0
36,-21,0.682852987958015,0
37,-21,0.676540293356638,0
38,-21,0.670712552884249,0
39,-21,0.664468596657591,0
40,-21,0.657575226079654,0
41,-21,0.650150047581231,0
42,-20,0.641376870408519,0
43,-20,0.635100792862469,0
44,-21,0.628452776912404,0
45,-20,0.621706497139393,0
46,-20,0.613295482919026,0
47,-20,0.607099308396886,0
48,-19,0.599506288780776,0
49,-21,0.593962342128347,0
50,-21,0.588337414216704,0
51,-20,0.582160550770511,0
52,-20,0.574936783172379,0
53,-20,0.56908322670265,0
54,-21,0.563921103461849,0
55,-20,0.557274000648048,0
56,-20,0.550887184187509,0
57,-21,0.545418449650257,0
58,-18,0.538087132131862,0
59,-20,0.532212707993562,0
60,-21,0.525690986219426,0
61,-19,0.519192139767566,0
62,-20,0.512977779619195,0
63,-19,0.506662072232143,0
64,-19,0.500177430293706,0
65,-20,0.494819712580422,0
66,-20,0.488566849482393,0
67,-20,0.483020258064073,0
68,-17,0.475964169280781,0
69,-20,0.469224721406363,0
70,-20,0.464294326370754,0
71,-20,0.459065344009519,0
72,-21,0.452855715051087,0
73,-19,0.446179506739379,0
74,-21,0.4413923782785,0
75,-20,0.435324442770912,0
76,-19,0.427896730338544,0
77,-17,0.419296793669765,0
78,-19,0.4131916760318,0
79,-18,0.40524000282402,0
80,-17,0.399187885203224,0
81,-18,0.389847964466895,0
82,-21,0.384828726250876,0
83,-17,0.378223944401119,0
84,-19,0.37269003796734,0
85,-18,0.366643808795207,0
86,-19,0.360315288626391,0
87,-16,0.353079148904718,0
88,-19,0.347437666603009,0
89,-21,0.342076174736022,0
90,-16,0.336277682480374,0
91,-19,0.330370324149389,0
92,-18,0.324172112955131,0
93,-17,0.318665129110674,0
94,-21,0.313904394244273,0
95,-18,0.308749312684104,0
96,-19,0.302976406287594,0
97,-14,0.297864371338859,0
98,-17,0.292256476091575,0
99,-16,0.286633756632645,0
100,-15,0.28058405421543,0
101,-19,0.276270101745754,0
102,-17,0.270921037513601,0
103,-16,0.266209496629853,0
104,-13,0.260655789766527,0
105,-17,0.255586731357048,0
106,-15,0.250006569097533,0
107,-18,0.245635026963605,0
108,-16,0.241026717508563,0
109,-20,0.237223636343946,0
110,-15,0.232751781799996,0
111,-16,0.228378059962821,0
112,-17,0.224107531360614,0
113,-13,0.218860899728792,0
114,-17,0.214974595013125,0
115,-17,0.210834713298729,0
116,-7,0.204696179866906,0
117,-13,0.200689514839204,0
118,-16,0.196602217988724,0
119,-18,0.193282180280768,0
120,-8,0.187319376895316,0
121,-15,0.183122328803815,0
122,-14,0.179269814318367,0
123,-18,0.175807909755535,0
124,-15,0.171662278086534,0
125,-17,0.168478190171813,0
126,-18,0.165042821281851,0
127,-15,0.16133883688013,0
128,-13,0.157285911331871,0
129,-17,0.154345495605538,0
130,-16,0.150772728879811,0
131,-18,0.147727983653677,0
132,-18,0.144472191022822,0
133,-10,0.140097584629272,0
134,-11,0.136403405944608,0
135,-15,0.132707048200464,0
136,-15,0.130009450332017,0
137,-11,0.126777859169484,0
138,-13,0.123747107556794,0
139,-11,0.120534435069511,0
140,-8,0.116915149146676,0
141,-14,0.114121660080984,0
142,-8,0.110987361426565,0
143,-7,0.107661047696488,0
144,-12,0.105300122353943,0
145,-11,0.102409586753496,0
146,-9,0.09932223633908,0
147,-10,0.096694018670285,0
148,-7,0.093511715197756,0
149,-14,0.091314981915094,0
150,-6,0.08836027445153,0
151,-9,0.085916595056882,0
152,-12,0.083480103776654,0
153,-10,0.081084466602592,0
154,-14,0.079082844943081,0
155,-7,0.076772685380882,0
156,-10,0.074774503505165,0
157,-10,0.072690798734014,0
158,-4,0.070352139041956,0
159,-7,0.068096335420037,0
160,-3,0.065736828563849,0
161,-6,0.063736019280875,0
162,-11,0.061988230904578,0
163,-7,0.060335583716478,0
164,-6,0.058534927965586,0
165,-5,0.056806992115803,0
166,-7,0.05518016825985,0
167,-4,0.05346095233918,0
168,-4,0.051842431085321,0
169,-1,0.05011637331609,0
170,2,0.048520491938856,0
171,3,0.047136103261467,0
172,-1,0.045533859328752,0
173,-7,0.044438211919195,0
174,7,0.043281186347146,0
175,2,0.042174670348131,0
176,5,0.041025212252661,0
177,2,0.039754667359801,0
178,9,0.038814823778403,0
179,1,0.037642335887718,0
180,-6,0.036751623164416,0
181,1,0.035644333291064,0
182,9,0.034864713530453,0
183,-2,0.033859255575768,0
184,7,0.033091332609902,0
185,3,0.032177641035047,0
186,5,0.031384639387909,0
187,6,0.030598868376757,0
188,9,0.02991337918901,0
189,2,0.029181305350605,0
190,6,0.028562257598899,0
191,4,0.027915404604506,0
192,1,0.027254385502898,0
193,2,0.026601217038226,0
194,9,0.026104721752922,0
195,4,0.025567247137486,0
196,7,0.025088675882559,0
197,2,0.024538247598822,0
198,11,0.024092361497298,0
199,11,0.023696963570654,0
200,11,0.023336844998096,0
201,16,0.02303663154616,0
202,19,0.022781895554992,0
203,5,0.022301691447669,0
204,12,0.021997393777555,0
205,17,0.021702204260405,0
206,13,0.021409366671882,0
207,17,0.021143369812042,0
208,13,0.020841579054754,0
209,13,0.020535490108859,0
210,9,0.020189783487485,0
211,10,0.02,0
212,8,0.02,0
213,15,0.02,0
214,14,0.02,0
215,10,0.02,0
216,14,0.02,0
217,13,0.02,0
218,-6,0.02,0
219,10,0.02,0
220,16,0.02,0
221,9,0.02,0
222,18,0.02,0
223,19,0.02,0
224,12,0.02,0
225,19,0.02,0
226,12,0.02,0
227,14,0.02,0
228,18,0.02,0
229,19,0.02,0
230,18,0.02,0
231,18,0.02,0
232,19,0.02,0
233,15,0.02,0
234,12,0.02,0
235,15,0.02,0
236,17,0.02,0
237,20,0.02,0
238,16,0.02,0
239,12,0.02,0
240,17,0.02,0
241,21,0.02,0
242,10,0.02,0
243,16,0.02,0
244,17,0.02,0
245,17,0.02,0
246,17,0.02,0
247,13,0.02,0
248,20,0.02,0
249,21,0.02,0
250,15,0.02,0
251,17,0.02,0
252,20,0.02,0
253,17,0.02,0
254,16,0.02,0
255,6,0.02,0
256,18,0.02,0
257,8,0.02,0
258,14,0.02,0
259,15,0.02,0
260,17,0.02,0
261,15,0.02,0
262,17,0.02,0
263,19,0.02,0
264,13,0.02,0
265,17,0.02,0
266,19,0.02,0
267,18,0.02,0
268,19,0.02,0
269,14,0.02,0
270,6,0.02,0
271,14,0.02,0
272,10,0.02,0
273,6,0.02,0
274,17,0.02,0
275,11,0.02,0
276,18,0.02,0
277,16,0.02,0
278,12,0.02,0
279,16,0.02,0
280,19,0.02,0
281,14,0.02,0
282,12,0.02,0
283,19,0.02,0
284,19,0.02,0
285,19,0.02,0
286,21,0.02,0
287,10,0.02,0
288,13,0.02,0
289,15,0.02,0
290,18,0.02,0
291,12,0.02,0
292,16,0.02,0
293,7,0.02,0
294,14,0.02,0
295,10,0.02,0
296,19,0.02,0
297,16,0.02,0
298,16,0.02,0
299,21,0.02,0
300,16,0.02,0
301,20,0.02,0
302,13,0.02,0
303,16,0.02,0
304,17,0.02,0
305,19,0.02,0
306,16,0.02,0
307,14,0.02,0
308,19,0.02,0
309,17,0.02,0
310,20,0.02,0
311,19,0.02,0
312,16,0.02,0
313,18,0.02,0
314,20,0.02,0
315,13,0.02,0
316,20,0.02,0
317,19,0.02,0
318,18,0.02,0
319,14,0.02,0
320,19,0.02,0
321,20,0.02,0
322,16,0.02,0
323,20,0.02,0
324,15,0.02,0
325,20,0.02,0
326,19,0.02,0
327,18,0.02,0
328,20,0.02,0
329,21,0.02,0
330,20,0.02,0
331,14,0.02,0
332,17,0.02,0
333,18,0.02,0
334,18,0.02,0
335,15,0.02,0
336,19,0.02,0
337,16,0.02,0
338,12,0.02,0
339,13,0.02,0
340,20,0.02,0
341,18,0.02,0
342,16,0.02,0
343,19,0.02,0
344,16,0.02,0
345,13,0.02,0
346,19,0.02,0
347,16,0.02,0
348,17,0.02,0
349,19,0.02,0
350,19,0.02,0
351,18,0.02,0
352,15,0.02,0
353,18,0.02,0
354,19,0.02,0
355,18,0.02,0
356,21,0.02,0
357,17,0.02,0
358,18,0.02,0
359,18,0.02,0
360,15,0.02,0
